Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,departamen,localidad
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,251002855090,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4420575.253434976 6545551.098289402),No reportado,bpa2020.773,No reportado,No reportado,No reportado,No reportado,El Onelio,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,5.700000,0.800000,No reportado,No reportado,No reportado,POINT (4420575.294684629 6545551.135780335),-63.833601,-31.226756,COLON,BLAS DE ROSALES
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340124295861,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4401800.850131887 6622323.507709158),No reportado,bpa2020.778,No reportado,No reportado,No reportado,No reportado,Teu Pasco,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,676.210000,565.000000,No reportado,No reportado,No reportado,POINT (4401800.854615512 6622323.490512842),-64.023238,-30.532969,TOTORAL,LAS PEÑAS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130318735914,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4408092.00995134 6557680.166997754),No reportado,bpa2020.823,No reportado,No reportado,No reportado,No reportado,LA RUEDA,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,707.670000,705.000000,No reportado,No reportado,No reportado,POINT (4408092.028918929 6557680.126751896),-63.963496,-31.116459,COLON,NUÑEZ DEL PRADO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,350328173248,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4405831.786981079 6632127.044979708),No reportado,bpa2020.850,No reportado,No reportado,No reportado,No reportado,SIMBOLAR,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,315.620000,315.000000,No reportado,No reportado,No reportado,POINT (4405831.740154491 6632127.065586401),-63.980354,-30.444874,TOTORAL,SIMBOLAR
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130512279300,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4382177.912423353 6569020.511768857),No reportado,bpa2020.857,No reportado,No reportado,No reportado,No reportado,Lote 7 Remonda,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,93.580000,6.000000,No reportado,No reportado,No reportado,POINT (4382177.884251653 6569020.550165867),-64.233792,-31.011881,COLON,LA GRANJA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130400516180,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4384284.645811338 6542580.406240654),No reportado,bpa2020.865,No reportado,No reportado,No reportado,No reportado,Hanun,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,160.460000,80.000000,No reportado,No reportado,No reportado,POINT (4384284.687415229 6542580.361545298),-64.214770,-31.250511,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130400516180,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4384284.645811338 6542580.406240654),No reportado,bpa2020.865,No reportado,No reportado,No reportado,No reportado,Hanun,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,160.460000,80.000000,No reportado,No reportado,No reportado,POINT (4384284.687415229 6542580.361545298),-64.214770,-31.250511,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,350415099399,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4418076.515639665 6659483.083364392),No reportado,bpa2020.911,No reportado,No reportado,No reportado,No reportado,El Rodeo,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,262.650000,240.000000,No reportado,No reportado,No reportado,POINT (4418076.5257683685 6659483.046722781),-63.850756,-30.199030,TULUMBA,EL RODEO
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130324169769,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4395149.398261977 6539042.443829941),No reportado,bpa2020.932,No reportado,No reportado,No reportado,No reportado,TIO FELI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,11.240000,11.000000,No reportado,No reportado,No reportado,POINT (4395149.445921175 6539042.414100218),-64.101102,-31.283442,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130311529774,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4392464.745602119 6550877.635630812),No reportado,bpa2020.942,No reportado,No reportado,No reportado,No reportado,Panci Operman,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,25.320000,25.000000,No reportado,No reportado,No reportado,POINT (4392464.757289325 6550877.682634814),-64.128022,-31.176473,COLON,GENERAL PAZ
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174617,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4373975.409731338 6607484.345910994),No reportado,bpa2020.986,No reportado,No reportado,No reportado,No reportado,Las Palmitas,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,72.320000,72.310000,No reportado,No reportado,No reportado,POINT (4373975.372740897 6607484.334081246),-64.314929,-30.664186,ISCHILIN,VILLA ALBERTINA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174617,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4373975.409731338 6607484.345910994),No reportado,bpa2020.986,No reportado,No reportado,No reportado,No reportado,Las Palmitas,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,72.320000,72.310000,No reportado,No reportado,No reportado,POINT (4373975.372740897 6607484.334081246),-64.314929,-30.664186,ISCHILIN,CERRO NEGRO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130319474731,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4392405.576962794 6553773.580061538),No reportado,bpa2020.1001,No reportado,No reportado,No reportado,No reportado,Broggi,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,24.850000,24.000000,No reportado,No reportado,No reportado,POINT (4392405.586245557 6553773.561906817),-64.128333,-31.150353,COLON,GENERAL PAZ
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130240577209,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4398491.738596283 6569771.387046151),No reportado,bpa2020.1002,No reportado,No reportado,si,No reportado,SILVESTRI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.520000,2.520000,No reportado,No reportado,No reportado,POINT (4398491.719520369 6569771.338643764),-64.062911,-31.006629,COLON,ESTACION CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130240577209,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4398491.738596283 6569771.387046151),No reportado,bpa2020.1002,No reportado,No reportado,si,No reportado,SILVESTRI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.520000,2.520000,No reportado,No reportado,No reportado,POINT (4398491.719520369 6569771.338643764),-64.062911,-31.006629,COLON,COLONIA CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130240577209,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4398491.738596283 6569771.387046151),No reportado,bpa2020.1002,No reportado,No reportado,si,No reportado,SILVESTRI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.520000,2.520000,No reportado,No reportado,No reportado,POINT (4398491.719520369 6569771.338643764),-64.062911,-31.006629,COLON,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130323065676,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4406871.963212045 6552891.772630459),No reportado,bpa2020.1005,No reportado,No reportado,No reportado,No reportado,NUÑEZ DEL PRADO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,509.670000,479.360000,No reportado,No reportado,No reportado,POINT (4406871.916360804 6552891.773666999),-63.976727,-31.159545,COLON,NUÑEZ DEL PRADO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340128246296,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4406705.093383352 6631851.959287434),No reportado,bpa2020.1051,No reportado,No reportado,No reportado,No reportado,SIMBOLAR,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,162.710000,162.000000,No reportado,No reportado,No reportado,POINT (4406705.113283776 6631851.986732929),-63.971288,-30.447423,TOTORAL,SIMBOLAR
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340202887495,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4430780.042244257 6603652.005245952),No reportado,bpa2020.1079,No reportado,No reportado,No reportado,No reportado,ORDOÑEZ,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,32.160000,32.000000,No reportado,No reportado,No reportado,POINT (4430780.013836367 6603652.049647163),-63.722548,-30.703397,TOTORAL,CAÑADA DE LUQUE
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,350328173230,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4405240.270942938 6633507.189176094),No reportado,bpa2020.1082,No reportado,No reportado,No reportado,No reportado,SIMBOLAR,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,10.940000,10.000000,No reportado,No reportado,No reportado,POINT (4405240.308110756 6633507.220552635),-63.986386,-30.432380,TOTORAL,SIMBOLAR
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130312279984,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4416727.277355002 6551855.166976519),No reportado,bpa2020.1089,No reportado,No reportado,No reportado,No reportado,Campo Scienza,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,51.730000,51.730000,No reportado,No reportado,No reportado,POINT (4416727.306568066 6551855.152290023),-63.873461,-31.169636,COLON,TINOCO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174633,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4373071.913157283 6605541.077489727),No reportado,bpa2020.1111,No reportado,No reportado,No reportado,No reportado,Las Palmitas,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,85.370000,85.360000,No reportado,No reportado,No reportado,POINT (4373071.9598055 6605541.08068199),-64.324593,-30.681614,ISCHILIN,VILLA ALBERTINA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174633,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4373071.913157283 6605541.077489727),No reportado,bpa2020.1111,No reportado,No reportado,No reportado,No reportado,Las Palmitas,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,85.370000,85.360000,No reportado,No reportado,No reportado,POINT (4373071.9598055 6605541.08068199),-64.324593,-30.681614,ISCHILIN,CERRO NEGRO
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130303475193,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390600.9085646365 6536022.36061402),No reportado,bpa2020.1149,No reportado,No reportado,No reportado,No reportado,BONFIGLI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,4.990000,4.990000,No reportado,No reportado,No reportado,POINT (4390600.870581345 6536022.359489393),-64.149191,-31.310257,COLON,GUIÑAZU
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130303475193,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390600.9085646365 6536022.36061402),No reportado,bpa2020.1149,No reportado,No reportado,No reportado,No reportado,BONFIGLI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,4.990000,4.990000,No reportado,No reportado,No reportado,POINT (4390600.870581345 6536022.359489393),-64.149191,-31.310257,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,251018875899,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4412265.283175642 6533951.16261413),No reportado,bpa2020.1120,No reportado,No reportado,No reportado,No reportado,MONTE CRISTO,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,188.080000,188.080000,No reportado,No reportado,No reportado,POINT (4412265.292066883 6533951.216293294),-63.921826,-31.330770,COLON,MONTE CRISTO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130307328535,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4411456.865140432 6544573.964869465),No reportado,bpa2020.1142,No reportado,No reportado,No reportado,No reportado,Soldano,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,162.330000,50.000000,No reportado,No reportado,No reportado,POINT (4411456.83162328 6544573.973622227),-63.929379,-31.234912,COLON,BLAS DE ROSALES
