id,n_explotacion,cuenta,superficie,superficie_bpa,tecnificacion,sistematizacion_con_terrazas,rotacion_gramineas_y_cultivos_de_servicios,pasturas_implantadas,participacion_grupos_asociativos,nutricion_de_suelos,manejo_cultivos_intensivos,certificaciones,capacitacion,ag_tech,plan_pecuario,manejo_ganaderia_integrada,indic_agro,gestion_de_riesgo,eje_persona,eje_planeta,eje_prosperidad,total
bpa2019.2104,RACCA Omar Ramon,360102093468,109.25,109.25,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2105,DEBIAGGIO,250801277116,118.52,118,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2106,COSTA ARROYO,360418202749,117.58,117.58,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2107,MARIA ANTONIA,251002846813,14.86,14.8,,,si,,,,,,,,,,,si,no,si,si,2
bpa2019.2108,LA LONJA,220304475315,134.6,134,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2433,SANTOS ESPINOSA,330119106737,2,0.5,,,,,,,si,,si,,,,,,si,no,si,2
bpa2019.2434,los quebrachos,300401686995,80.74,80.74,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2435,NELLY QUISPE PACHECO,330119106737,2,0.6,,,,,,,si,,si,,,,,,si,no,si,2
bpa2019.2436,ROMERO SIVILA YSABEL,330119106737,2,0.6,,,,,,,si,,si,,,,,,si,no,si,2
bpa2019.2109,MARIA ALICIA,170440654692,618.51,0,,,,,si,,,,,,si,,,,si,si,no,2
bpa2019.2110,3,300302992103,316.11,316.1,,,,si,,si,,,,,,,,,no,si,no,2
bpa2019.2111,Los tres cauces,360325722386,15.05,15.05,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2112,PRODUCCION PRIMARIA,190224757046,66.2,33.1,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2113,CAMPO MARIA VICTORIA,360302081049,111.91,111.91,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2114,El Guayacan,300406519957,13.24,13.24,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2115,Sin Denominación,250505954137,18.95,18.95,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2116,EST. SAN FRANCISCO,220222655099,368.77,368.77,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2117,RED TRUCK,350404514149,100.86,100.86,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2118,Larivey,300106543511,19.61,19.61,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2119,La Defensa,340541589932,185.56,20,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2120,VILLA MARIA,160301791787,51.36,51.36,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2121,PRODUCCION PRIMARIA,190109156179,24.06,24,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2122,GORGERINO,300301517690,60.43,60.43,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2123,ESTANCIA LAS ELOISAS,270204612193,382.24,360,si,,,,si,,,,,,,,,,si,no,si,2
bpa2019.2124,MONTEVERDE y YANZI,360312085689,260.88,105,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2125,CENTRAL CHAJA,190217823807,99.99,99.98,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2126,3,300340254906,5,5,,,,si,,si,,,,,,,,,no,si,no,2
bpa2019.2127,SAN SEBASTIAN,300101610270,15.83,15,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2128,Los Puestitos de la Yerba Buena,170406164465,38.45,38.45,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2129,LOS GALLUCCI,190600842297,20,20,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2130,La Margarira - El Nogal,190324754800,169.77,169,,,,,,si,,,,si,,,,,no,si,si,2
bpa2019.2131,AZUL FRANCIA S.A,270528027226,265.68,116,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2132,Santa Julia,130324178261,632.88,613,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2133,ESTABLECIMIENTO EL PROBRESO,160104532648,24.17,24,,,si,,,,,,,,si,,,,no,si,no,2
bpa2019.2134,campo walter,330605214754,12,12,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2135,LOS ODETTIS,330640197331,0.21,0.21,,,,,,,,,,,si,,si,,si,si,no,2
bpa2019.2136,CAMPO MARIA VICTORIA,360302081057,110,110,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2137,MUSSO I,251016536663,17.42,17,,,si,,,,,,,,,,si,,si,si,no,2
bpa2019.2138,Las Dos Puertas,210127469550,437.85,337,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2139,Lote arrendado  de 47ha a 6 km al NOde Chucul,240440667270,47.7,47,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2140,Campo Sergio,190202262493,90.14,90,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2141,la claudia,310228024553,14.61,14.61,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2142,LEVRINO DIEGO A.,330615474711,9.61,9.61,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2143,Freyre,300105810346,6,6,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2144,OLIVA,330502294164,116,38,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2145,OLIVA,330502294164,116,38,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2146,Marilina Bianchi,190204569308,23.04,11.5,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2147,campo toneatti fabian,190403740687,88.99,88,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2148,CHACRA DE LOS POLEOS,350415063696,142,142,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2149,UM BLANCO,220105913851,22.24,22.24,,,,,,si,,,si,,,,,,si,si,no,2
bpa2019.2150,El Guayacan,300422376171,68.7,68.7,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2151,Ayala Laurindo Ernesto,230317114112,11,11,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2152,B,310601689617,143.39,142,,si,,,,si,,,,,,,,,no,si,no,2
bpa2019.2153,La Amelia,300103847137,132.57,132.57,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2154,Gerbaudo Francisco Antonio y Juan Francisco S.H.,300640055280,205.04,205.04,,,si,,,,,,,,si,,,,no,si,no,2
bpa2019.2155,Don Pancho,300116497275,40.67,40,,,,,,,,,si,,,,,si,si,no,si,2
bpa2019.2156,La Curva,300405814921,9.8,9.8,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2157,SAN SEBASTIAN,300101637267,15.83,15,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2158,el chamico,310401709672,277.41,277.41,si,,si,,,,,,,,,,,,no,si,si,2
bpa2019.2159,DOÑA MIRTA,300102965845,120.42,120.42,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2160,Alquiler Tagle - PDC,340524268057,205.05,200,si,,si,,,,,,,,,,,,no,si,si,2
bpa2019.2161,CARLOS ALBERTO LOPEZ,350303165631,68,60,,,,,si,,,,,,si,,,,si,si,no,2
bpa2019.2162,la claudia,310228024529,1.57,1.57,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2163,EL MARTILLO,160501841339,316.8,200,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2164,CAMPO VIANO,270616547396,108.06,108,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2165,50 y 80 lado pueblo,310441217969,49.41,42.46,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2166,LA CLEMENTINA,220309836049,51,51,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2167,Marilina Bianchi,190225066209,16.59,8.25,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2168,ROMAGNOLI - HUGO-SEMILLA,310408069563,119.69,119.68,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2169,Las Horquetas,320218143070,5,5,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2170,Alta Gracia,310617511591,40.37,40.08,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2171,EL CAMPITO,190141440318,69.59,69.59,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2172,RIO TERCERO Y RIO PRIMERO,330106688753,31.17,31.16,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2173,ESTABLECIMIENTO EL PROBRESO,160101760771,49.35,49,,,si,,,,,,,,si,,,,no,si,no,2
bpa2019.2174,DOÑA TOTA,240618157084,72.93,72.93,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2175,campo Gautero,240603753713,93.25,84,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2176,piola,240616676092,70.91,70.91,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2177,Dario Monaco,240103017361,98.86,43,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2178,Merino,330640947624,6.46,6.4,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2179,PRODUCCION PRIMARIA,190100859754,75,73,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2180,MARIA ALICIA,170440654684,223.07,100,,,,,si,,,,,,si,,,,si,si,no,2
bpa2019.2181,TAMBO N° 10,300101601254,25,25,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2182,La Etelbina,330641803723,148.12,148,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2183,AGRICULTURA,300222389066,156.1,156.1,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2184,RACCA Omar Ramon,360123601081,90.25,90.25,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2185,Las Dos Puertas,210127469541,96.66,96,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2186,La Remonta,360441713092,260.98,260.9,,,si,,,,,,,si,,,,,no,si,si,2
bpa2019.2187,Campo A. y A. Eula,240340466781,137.36,120,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2232,Federico,160201765932,93.38,93.38,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2188,Villa Ascasubi,330222619360,106.47,106,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2189,LEVRINO DIEGO A.,330604503175,8.12,8.12,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2190,MARIA ANTONIA,251002925870,33.97,33.9,,,si,,,,,,,,,,,si,no,si,si,2
bpa2019.2191,UM 1,330101915786,65.6,65.6,,si,si,,,,,,,,,,,,no,si,no,2
bpa2019.2192,San Isidro,140318654090,26.48,26,,,,,si,,,,,,si,,,,si,si,no,2
bpa2019.2193,Agricultura,300201549501,50.62,50.62,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2194,Merino,330601854651,103.56,103,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2195,La esperanza,190300960395,57.79,57.79,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2196,Armando Víctor José,300101593529,23.14,23.14,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2197,cordoba sin bosio,300221363608,100,100,,,si,,,,,,,,,,si,,si,si,no,2
bpa2019.2198,GAGGI,300303444746,59.95,59.95,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2199,Pompeya,340503648500,1,1,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2200,la claudia,310201717026,31.99,31.99,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2201,537 has,260418128013,536.81,400,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2202,Galina 3,330406632903,40.14,40,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2203,Agricultura,300206563145,107.27,96.56,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2204,la maria teresa,150100678367,354.5,353,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2205,Lingua,330601871386,20,10,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2206,ROMAGNOLI - HUGO-SEMILLA,310408077671,5.5,5,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2207,PRODUCCION PRIMARIA,190109156187,25.02,25,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2208,los alamos,240618155022,78.2,78,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2227,la claudia,310602648205,93.81,93.81,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2228,Sin Denominación,250505954129,25,25,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2229,Alta Gracia,310628016151,5.12,5.12,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2230,SAN NICOLAS,300102605113,98.8,25,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2209,EL CORO,260218130439,1347.25,1347.25,,,,,si,,,,,,si,,,,si,si,no,2
bpa2019.2210,CAMPO VIANO,270618888972,3.51,3,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2211,DON ANGEL,360307526936,30.97,30.96,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2212,Yaco,250312019856,34,34,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2213,Villa Ascasubi,330206697342,129.07,129,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2214,Marilina Bianchi,190202537913,100.96,43.5,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2215,MONTE DE LOS GAUCHOS,220104474501,160.03,116,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2437,Alta Gracia,310628016193,5.11,5.11,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2438,RIOOOO,220122689212,206.56,90,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2216,LA MACA,340401969255,99.37,98,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2217,LEVRINO DIEGO A.,330601866854,10.07,10.07,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2218,volonte 2,330101906787,12.51,1,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2219,Freyre,300105810397,6,6,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2220,volonte 2,330101906787,12.51,5,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2221,Don Rivata,330441595972,101.56,101.56,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2222,volonte 2,330101906787,12.51,12,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2223,RIO TERCERO Y RIO PRIMERO,250824824637,133.21,133,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2224,PORPORATO,190102375444,110.54,80,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2225,Don Manuel,190219680311,121.09,80,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2226,Sereno Sebastian Gabriel,300240836614,217.29,217.29,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2231,SUR 3 - LOTE 2,330101917690,298.09,36,si,,,,,si,,,,,,,,,no,si,si,2
bpa2019.2233,AGRICULTURA,300218040954,118.11,118.11,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2234,LAS TOSCAS II,300301503214,106.69,106.69,,,si,,,,,,,,si,,,,no,si,no,2
bpa2019.2235,La Negrita,240507110062,133.9,133,si,,,si,,,,,,,,,,,no,si,si,2
bpa2019.2236,DEBIAGGIO,250816530675,21.31,21,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2237,LAS DOS HNAS,220307521521,179.49,179,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2238,Santa Margarita,360102104826,179.7,136,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2239,Zona Sur Este Agricultura 2°,300101648587,13.37,13.37,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2240,LOS ODETTIS,330615473341,18.87,18.87,,,,,,,,,,,si,,si,,si,si,no,2
bpa2019.2241,UNIDAD 1,160605753784,7.45,7.45,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2242,la penquita,300622373908,30.16,30.16,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2243,AGRICULTURA,190525082672,15.56,15.56,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2439,COMISARIA,310401706347,46.11,19,si,,si,,,,,,,,,,,,no,si,si,2
bpa2019.2440,FROLA,300110717796,25,25,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2444,La Nazarena,250141568040,330,330,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2445,UNIDAD 1,160608502952,7.15,7.15,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2244,Los Puestitos de la Yerba Buena,170418602484,309.5,309.5,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2245,Piacenza,240317587032,199.2,199,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2246,MONTE DE TORO,360302086911,73.58,73.58,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2247,campo walter,330627462531,5,5,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2248,Agricultura,300201549322,7.7,7.7,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2249,Luis Colombo,300627159271,115.47,39,,,,si,,,,,si,,,,,,si,si,no,2
bpa2019.2250,VAYRA,300527334971,32.48,32,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2251,RIO TERCERO Y RIO PRIMERO,250840380251,160,150,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2252,MEIA-ERCOLE,300309030960,223.52,223.52,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2253,Don Raúl,300141532115,87.69,87.69,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2254,Las Palmitas,170115174650,53.07,53.07,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2255,prevero,270901327146,97.12,97,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2256,OLIVA,330524654768,22.68,7,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2257,Estancia la codiciada,140302627386,231.43,201,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2258,RIO TERCERO Y RIO PRIMERO,330102472829,63.04,63,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2259,Fenoglio,240341538468,68.81,68.8,,si,,,,si,,,,,,,,,no,si,no,2
bpa2019.2260,Yaco,250405161598,10,10,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2261,DON IGNACIO,220226098682,148.85,148,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2262,1,300305359568,67.25,67.24,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2263,CIGNETTI-CINALLI,160207494337,26.87,26,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2264,Alfonsitos,360402000801,116.86,116.86,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2265,volonte 2,330101906922,31.11,20,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2446,santo domingo,190303049090,15.8,15.8,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2266,Las Mercedes,170142257176,74.58,74.58,,,,,,,,,si,,,,si,,si,no,no,2
bpa2019.2267,CIGNETTI-CINALLI,160207494329,35.69,35,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2268,OLIVA,330524654768,22.68,8,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2269,PRODUCCION PRIMARIA,190224757020,27.07,13.5,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2270,DON MARCELO,220302135185,5.39,5.39,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2271,OLOCCO DE PETUNCHI,300640659746,49.02,24.5,,,si,,,,,,,si,,,,,no,si,si,2
bpa2019.2272,Pelletti,360311438014,56.93,56.93,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2273,Don Eobaldo,330417652540,89.24,89.24,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2274,Alta Gracia,310628016185,5.12,5.12,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2275,R & P Seed Argentina,240524001056,5.36,5.36,,,,,,,si,,si,,,,,,si,no,si,2
bpa2019.2276,MARIA ANTONIA,251020303070,61.69,61.6,,,si,,,,,,,,,,,si,no,si,si,2
bpa2019.2277,LOS ODETTIS,330602398111,16.19,16.19,,,,,,,,,,,si,,si,,si,si,no,2
bpa2019.2278,FERNANDEZ,270116519515,261.96,210,,,,,,,,,si,,,,si,,si,no,no,2
bpa2019.2279,Mensa Marcelo Alfonso,300101628926,14.25,13,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2280,3,300322374406,58.55,58.55,,,,si,,si,,,,,,,,,no,si,no,2
bpa2019.2281,Porporato,190202252528,17.01,17.01,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2282,MONTEVERDE y YANZI,360320860195,134.88,134.88,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2283,CIGNETTI-CINALLI,160201776365,35.67,35,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2284,AGRICULTURA,190600849992,11.42,11,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2285,ROMAGNOLI - HUGO-SEMILLA,310408069580,213.33,211,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2286,EL MARTILLO,160501841347,44.73,44.72,,,,,si,,,,,,,,si,,si,no,no,2
bpa2019.2287,EL TERO,360102630072,107.55,107.55,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2288,Los Paraisos,180204567610,47.73,47,,,,,si,,,,,,si,,,,si,si,no,2
bpa2019.2289,GIORDANO,190116819345,135.37,135.37,,,si,,,,,,,,si,,,,no,si,no,2
bpa2019.2290,volonte 2,330101906922,31.11,10,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2291,volonte 2,330101906922,31.11,7,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2292,La Remonta,360441713076,187.77,187.7,,,si,,,,,,,si,,,,,no,si,si,2
bpa2019.2441,PACHECO,180105285017,99.89,99.89,,,si,,,,,,si,,,,,,si,si,no,2
bpa2019.2442,UNIDAD 1,160201783647,19.44,19.44,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2293,la claudia,310601691034,45.68,45.68,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2294,3,300302429077,7.33,7.33,,,,si,,si,,,,,,,,,no,si,no,2
bpa2019.2295,"Pucciarelli, Oscar Alberto",190206183580,16.87,16.87,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2296,Maunier,300127175369,97.63,97.63,si,,,si,,,,,,,,,,,no,si,si,2
bpa2019.2297,Don Pancho,300116907309,24.38,24,,,,,,,,,si,,,,,si,si,no,si,2
bpa2019.2298,LOS ALFONSITOS,360440489091,85,68,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2299,La Puerta (Lorenzatti),250340765164,75.34,75,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2300,BERNABE y GARCIA,360304486682,205.33,150,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2301,Amanecer,330605217478,45.92,45,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2302,CHACRA,190508115176,14.06,14,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2303,Lingua,330601867443,77.06,30,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2304,"Pucciarelli, Oscar Alberto",190205296402,16.87,16.87,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2305,LA PEQUEÑA,150100679649,135.92,135,,,,,,,,,,,si,,si,,si,si,no,2
bpa2019.2306,Criadero,270906922581,15.91,15,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2307,TREBOTICH,360418202731,100,100,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2308,DELFINO,150100685843,33.89,33.89,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2309,campo walter,330605214711,48,48,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2310,La Margarira - El Nogal,360423636081,498.07,498,,,,,,si,,,,si,,,,,no,si,si,2
bpa2019.2311,Rrio 3,330125629229,57.89,57.89,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2312,la claudia,310201690861,11.28,11.28,,,,,,,,,si,,si,,,,si,si,no,2
bpa2019.2313,el espinillo ralo,300541338806,198.31,190,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2314,SANTA ANA,160201770499,104.02,104.02,,,,,si,si,,,,,,,,,si,si,no,2
bpa2019.2315,Dante y Felix,300641923960,31.05,31.05,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2316,EDGARDO,190203612943,5.95,5.9,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2317,Chucul- Mixto,240427372236,156.77,65,,,,si,,,,,,,si,,,,no,si,no,2
bpa2019.2318,Pavani,190204563563,20.75,20.75,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2319,PRODUCCION PRIMARIA,190100911748,69.7,69.7,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2320,TORILLO,360416796579,97.06,80,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2321,La Josefina,360320855604,56.27,56.27,,,si,,,,,,,si,,,,,no,si,si,2
bpa2019.2322,UNIDAD 1,160605753768,7.45,7.45,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2323,ESTABLECIMIENTO DON ALBERTO,330617679248,88.27,88.27,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2324,BARBERO,300101603290,32.58,32,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2325,BERSIA,360409650445,86.14,27.35,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2326,JT Tortone,300316901887,38.32,38.32,si,,,,,,,,,,si,,,,no,si,si,2
bpa2019.2327,la stampa,190702377181,118.06,118,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2328,rubiolo,360405904019,56.17,56.17,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2329,LOLO,160619506208,43,41.5,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2330,Los Paraisos,180216510401,25,25,,,,,si,,,,,,si,,,,si,si,no,2
bpa2019.2331,LA EGLI,220104495176,30.02,30.02,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2332,SEÑORA ANGÉLICA,210116506224,61,30,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2333,AGRICULTURA,300202236239,226.81,226.81,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2334,Agricultura,300202197900,50,50,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2335,VICHUQUIN 1A / VICHUQUIN 1B,190209430847,47.73,47.73,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2336,Alta Gracia,310616856633,35.6,35.6,,,si,,,si,,,,,,,,,no,si,no,2
bpa2019.2337,Establecimiento El Tata,260418128498,2028.57,1400,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2338,Campo Tambo,300110401128,111.78,79,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2339,AGRICULTURA,190500935662,20.42,10,,,si,si,,,,,,,,,,,no,si,no,2
bpa2019.2340,LOS ALFONSITOS,360407503861,95,78,,,si,,si,,,,,,,,,,si,si,no,2
bpa2019.2341,DON MARCELO,220302139610,5.47,5.47,,,,si,si,,,,,,,,,,si,si,no,2
bpa2019.2342,volonte 2,330101906779,40.63,10,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2343,volonte 2,330101906779,40.63,10,,,,,si,,,,si,,,,,,si,no,no,2
bpa2019.2344,volonte 2,330101906779,40.63,7,,,,,si,,,,si,,,,,,si,no,no,2
