Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,index_right,localidad
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003491,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399779.7558112135 6571592.758631516),No reportado,bpa2023.984,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,No reportado,POINT (4399779.767817249 6571592.796464562),-64.049246,-30.990314,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004608,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401647.95603637 6569815.49914832),No reportado,bpa2023.985,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401647.924031255 6569815.449772751),-64.029862,-31.006499,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004381,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403315.742075885 6569318.625373461),No reportado,bpa2023.986,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403315.753162501 6569318.663299811),-64.012448,-31.011118,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004489,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402119.106595196 6569920.870088584),No reportado,bpa2023.987,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402119.064067689 6569920.827264378),-64.024919,-31.005588,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003199,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398710.60527186 6572492.571820728),No reportado,bpa2023.989,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.000000,11.000000,No reportado,No reportado,No reportado,POINT (4398710.637777472 6572492.539749201),-64.060348,-30.982108,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003199,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398710.60527186 6572492.571820728),No reportado,bpa2023.989,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.000000,11.000000,No reportado,No reportado,No reportado,POINT (4398710.637777472 6572492.539749201),-64.060348,-30.982108,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003199,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398710.60527186 6572492.571820728),No reportado,bpa2023.989,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.000000,11.000000,No reportado,No reportado,No reportado,POINT (4398710.637777472 6572492.539749201),-64.060348,-30.982108,344,SINSACATE
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003873,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401381.682193378 6570636.703021584),No reportado,bpa2023.990,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401381.7027283935 6570636.663923171),-64.032570,-30.999071,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004365,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403416.784459868 6569781.278163468),No reportado,bpa2023.997,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403416.763598066 6569781.257872618),-64.011346,-31.006954,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003482,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399603.329021821 6571762.8589555565),No reportado,bpa2023.999,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,No reportado,POINT (4399603.371510965 6571762.819410692),-64.051076,-30.988765,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003482,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399603.329021821 6571762.8589555565),No reportado,bpa2023.999,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,No reportado,POINT (4399603.371510965 6571762.819410692),-64.051076,-30.988765,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235005094,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403492.11564736 6568019.1917846855),No reportado,bpa2023.1001,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.990000,9.990000,No reportado,No reportado,No reportado,POINT (4403492.100930864 6568019.14696931),-64.010725,-31.022851,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003466,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399249.784625177 6572103.599194501),No reportado,bpa2023.1003,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,No reportado,POINT (4399249.776895359 6572103.642005229),-64.054743,-30.985662,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003466,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399249.784625177 6572103.599194501),No reportado,bpa2023.1003,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,No reportado,POINT (4399249.776895359 6572103.642005229),-64.054743,-30.985662,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003865,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401140.667719799 6570936.077265482),No reportado,bpa2023.1004,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,15.220000,15.220000,No reportado,No reportado,No reportado,POINT (4401140.624217946 6570936.130710981),-64.035064,-30.996351,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003580,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402699.805824027 6571634.198469045),No reportado,bpa2023.1008,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402699.791510497 6571634.187481103),-64.018675,-30.990185,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004373,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403596.116347486 6569606.819124041),No reportado,bpa2023.1010,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403596.084627466 6569606.790544079),-64.009485,-31.008542,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235005060,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403595.433587381 6568482.862564206),No reportado,bpa2023.1011,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,No reportado,POINT (4403595.464675607 6568482.861560796),-64.009599,-31.018678,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003440,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399728.340777519 6572242.964003769),No reportado,bpa2023.1013,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.720000,9.720000,No reportado,No reportado,No reportado,POINT (4399728.339841081 6572242.90923198),-64.049720,-30.984446,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003440,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399728.340777519 6572242.964003769),No reportado,bpa2023.1013,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.720000,9.720000,No reportado,No reportado,No reportado,POINT (4399728.339841081 6572242.90923198),-64.049720,-30.984446,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003130,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397307.85313074 6572675.941710536),No reportado,bpa2023.1017,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.990000,11.990000,No reportado,No reportado,No reportado,POINT (4397307.891083004 6572675.955139658),-64.075012,-30.980333,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003130,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397307.85313074 6572675.941710536),No reportado,bpa2023.1017,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.990000,11.990000,No reportado,No reportado,No reportado,POINT (4397307.891083004 6572675.955139658),-64.075012,-30.980333,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003130,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397307.85313074 6572675.941710536),No reportado,bpa2023.1017,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.990000,11.990000,No reportado,No reportado,No reportado,POINT (4397307.891083004 6572675.955139658),-64.075012,-30.980333,344,SINSACATE
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003661,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401795.517487786 6572141.617156163),No reportado,bpa2023.1018,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,13.640000,13.640000,No reportado,No reportado,No reportado,POINT (4401795.472736556 6572141.566533524),-64.028092,-30.985534,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004349,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403048.180786452 6570139.411424323),No reportado,bpa2023.1019,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403048.188871931 6570139.401059657),-64.015171,-31.003694,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003741,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402129.356002423 6571047.801003514),No reportado,bpa2023.1022,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402129.3133554375 6571047.844816359),-64.024703,-30.995426,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004497,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402298.368320248 6569746.320637057),No reportado,bpa2023.1023,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402298.390821292 6569746.352509993),-64.023059,-31.007177,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004420,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402580.148114848 6570035.885156693),No reportado,bpa2023.1024,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402580.116970442 6570035.913222517),-64.020081,-31.004589,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004241,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403522.198343288 6570268.475075028),No reportado,bpa2023.1025,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403522.156550742 6570268.432950721),-64.010196,-31.002569,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003202,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399250.422325198 6572590.736380311),No reportado,bpa2023.1026,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,12.870000,12.870000,No reportado,No reportado,No reportado,POINT (4399250.410163684 6572590.73607438),-64.054688,-30.981269,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003202,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399250.422325198 6572590.736380311),No reportado,bpa2023.1026,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,12.870000,12.870000,No reportado,No reportado,No reportado,POINT (4399250.410163684 6572590.73607438),-64.054688,-30.981269,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003202,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399250.422325198 6572590.736380311),No reportado,bpa2023.1026,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,12.870000,12.870000,No reportado,No reportado,No reportado,POINT (4399250.410163684 6572590.73607438),-64.054688,-30.981269,344,SINSACATE
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003270,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397235.682859711 6572235.015924677),No reportado,bpa2023.1027,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.050000,11.050000,No reportado,No reportado,No reportado,POINT (4397235.679125989 6572235.044207819),-64.075812,-30.984303,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003270,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397235.682859711 6572235.015924677),No reportado,bpa2023.1027,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.050000,11.050000,No reportado,No reportado,No reportado,POINT (4397235.679125989 6572235.044207819),-64.075812,-30.984303,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003270,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397235.682859711 6572235.015924677),No reportado,bpa2023.1027,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.050000,11.050000,No reportado,No reportado,No reportado,POINT (4397235.679125989 6572235.044207819),-64.075812,-30.984303,344,SINSACATE
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003628,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402413.152949365 6571339.604694836),No reportado,bpa2023.1029,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402413.131805284 6571339.556014476),-64.021704,-30.992818,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003563,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403078.670152558 6571990.834552168),No reportado,bpa2023.1030,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,13.240000,13.240000,No reportado,No reportado,No reportado,POINT (4403078.649699866 6571990.792047185),-64.014675,-30.987000,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003296,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397360.007720535 6571885.475835832),No reportado,bpa2023.1033,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.840000,10.840000,No reportado,No reportado,No reportado,POINT (4397360.00169033 6571885.447913237),-64.074546,-30.987466,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003296,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397360.007720535 6571885.475835832),No reportado,bpa2023.1033,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.840000,10.840000,No reportado,No reportado,No reportado,POINT (4397360.00169033 6571885.447913237),-64.074546,-30.987466,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003296,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397360.007720535 6571885.475835832),No reportado,bpa2023.1033,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.840000,10.840000,No reportado,No reportado,No reportado,POINT (4397360.00169033 6571885.447913237),-64.074546,-30.987466,344,SINSACATE
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003814,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4400739.08119446 6571836.621859982),No reportado,bpa2023.1034,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4400739.084720944 6571836.661873476),-64.039180,-30.988196,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003814,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4400739.08119446 6571836.621859982),No reportado,bpa2023.1034,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4400739.084720944 6571836.661873476),-64.039180,-30.988196,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235005108,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403313.386659976 6568192.988772711),No reportado,bpa2023.1036,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.000000,10.000000,No reportado,No reportado,No reportado,POINT (4403313.397373628 6568192.956092241),-64.012580,-31.021269,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003709,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401389.527908502 6571767.605839449),No reportado,bpa2023.1038,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401389.497640347 6571767.641381498),-64.032378,-30.988873,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004446,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402211.219230708 6570394.098437939),No reportado,bpa2023.1039,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402211.229728176 6570394.123753698),-64.023909,-31.001328,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004268,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403155.122486005 6570625.2954858495),No reportado,bpa2023.1042,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403155.145670755 6570625.249262893),-64.014005,-30.999321,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004616,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401468.587647574 6569989.926145647),No reportado,bpa2023.1045,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401468.602261373 6569989.9196786145),-64.031723,-31.004911,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004357,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403227.897661545 6569965.959770326),No reportado,bpa2023.1046,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403227.878246972 6569965.971018033),-64.013306,-31.005273,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235005001,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4404055.845806246 6568598.585916351),No reportado,bpa2023.1048,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,No reportado,POINT (4404055.8651133785 6568598.582332309),-64.004767,-31.017672,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235004535,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403033.2038713 6569028.51873942),No reportado,bpa2023.1051,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403033.181294943 6569028.527921622),-64.015434,-31.013711,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003733,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401950.93823458 6571221.468828355),No reportado,bpa2023.9453,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401950.914137935 6571221.417130864),-64.026554,-30.993845,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003890,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401276.883368804 6570268.026451619),No reportado,bpa2023.1053,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.520000,11.520000,No reportado,No reportado,No reportado,POINT (4401276.897964435 6570268.047851666),-64.033703,-31.002387,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003571,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402849.138235573 6572102.287124572),No reportado,bpa2023.1059,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,13.270000,13.270000,No reportado,No reportado,No reportado,POINT (4402849.134003391 6572102.24387847),-64.017067,-30.985976,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003334,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398375.570426553 6571601.269132605),No reportado,bpa2023.1060,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.810000,9.810000,No reportado,No reportado,No reportado,POINT (4398375.54241898 6571601.21490924),-64.063944,-30.990117,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003334,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398375.570426553 6571601.269132605),No reportado,bpa2023.1060,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.810000,9.810000,No reportado,No reportado,No reportado,POINT (4398375.54241898 6571601.21490924),-64.063944,-30.990117,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003229,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398913.503957634 6572223.93593834),No reportado,bpa2023.1062,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.420000,9.420000,No reportado,No reportado,No reportado,POINT (4398913.499668838 6572223.881590697),-64.058251,-30.984548,22,COLONIA CAROYA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003229,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398913.503957634 6572223.93593834),No reportado,bpa2023.1062,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.420000,9.420000,No reportado,No reportado,No reportado,POINT (4398913.499668838 6572223.881590697),-64.058251,-30.984548,27,JESUS MARIA
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003229,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398913.503957634 6572223.93593834),No reportado,bpa2023.1062,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.420000,9.420000,No reportado,No reportado,No reportado,POINT (4398913.499668838 6572223.881590697),-64.058251,-30.984548,344,SINSACATE
2023-01-01,1,Si,Si,No reportado,6,No reportado,Si,No reportado,130235003288,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4397513.506167115 6572165.3986631725),No reportado,bpa2023.1068,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.980000,10.980000,No reportado,No reportado,No reportado,POINT (4397513.478744876 6572165.370893912),-64.072911,-30.984955,22,COLONIA CAROYA
